city,total_orders,total_revenue,average_order_value
Lake Jeremystad,1,373.45,373.45
South Keithport,1,231.26,231.26
East Antonioville,1,360.69,360.69
Bethtown,1,315.16,315.16
Haileytown,1,379.68,379.68
Barkerville,1,70.27,70.27
South Patrickton,3,330.78,110.26
West Amandafort,1,215.42,215.42
Debrafurt,1,389.13,389.13
Popeton,1,439.61,439.61
North Cesarfurt,1,109.81,109.81
Mcculloughton,2,650.7,325.35
West Garyborough,1,489.21,489.21
North Diana,3,905.13,301.71
Lake Zacharyfurt,1,382.05,382.05
North Toni,1,28.3,28.3
Adambury,4,1262.96,315.74
Olsonside,3,821.75,273.916666666667
South Rickyburgh,1,287.52,287.52
Phillipview,4,883.46,220.865
East Moniquetown,1,241.87,241.87
Wadeshire,2,68.65,34.325
Jenningsville,1,98.51,98.51
West Veronicachester,1,288.55,288.55
West Jacksonfurt,1,465.16,465.16
Russoton,2,387.86,193.93
Prattshire,1,432.75,432.75
Russellhaven,4,897.78,224.445
Lake Karina,1,123.32,123.32
South Teresashire,1,226.19,226.19
South Kennethfort,1,284.07,284.07
East Frankstad,1,12.46,12.46
Foxberg,1,295.6,295.6
Isabelchester,1,110.19,110.19
East Timothyberg,2,630.78,315.39
Port Steve,3,850.06,283.353333333333
South Charleschester,2,824.91,412.455
Port Paula,2,451.45,225.725
Jacksonchester,2,470.9,235.45
Lake Paulborough,1,221.66,221.66
Coffeyside,1,352.17,352.17
Conradtown,2,437.18,218.59
New Tyler,3,600.27,200.09
East Jennyside,1,41.72,41.72
Atkinsonville,1,332.21,332.21
Susanchester,1,292.74,292.74
West Francisco,2,436.47,218.235
West Rachelland,1,220.4,220.4
Port Joshuatown,1,37.42,37.42
East Craigborough,1,22.42,22.42
Garzaside,1,358.95,358.95
Briannashire,1,351.46,351.46
Madelineville,1,322.6,322.6
Russellstad,2,386.53,193.265
New Lauraside,1,348.2,348.2
Catherinemouth,2,265.19,132.595
Nortonburgh,1,423.98,423.98
Morrisonland,1,454.23,454.23
Parkerbury,1,71.43,71.43
Shawnland,1,149.72,149.72
Joannefort,1,315.96,315.96
Port Victoriafurt,1,404.63,404.63
Arthurton,1,479.34,479.34
Javierberg,2,659.54,329.77
Lucasfurt,1,396.3,396.3
West Jessicaland,1,41.46,41.46
Murrayport,1,491.35,491.35
North Samuel,1,413.23,413.23
Morganport,1,124.06,124.06
Lake Jordanhaven,1,486.09,486.09
Kathyfort,2,238.02,119.01
New Josephland,1,47.23,47.23
Port Kristinton,2,810.55,405.275
Port Cole,1,380.71,380.71
New Kimton,1,301.4,301.4
Jensenland,3,837.39,279.13
Chungton,1,256.56,256.56
North Michelleville,1,110.84,110.84
Port Michelleland,1,420.39,420.39
Angelaville,1,92.33,92.33
West Devinburgh,1,388.15,388.15
West Charleston,1,236.34,236.34
Mayershire,1,395.29,395.29
West Paulside,1,215.8,215.8
Grantport,1,119.49,119.49
South Ericaville,1,34.02,34.02
Kempfurt,1,467.4,467.4
Hamiltonborough,1,86.69,86.69
Bensonberg,1,102.42,102.42
Lucasville,1,433.72,433.72
Dawnstad,1,105.57,105.57
New Billymouth,1,40.72,40.72
West Dianeville,1,235.73,235.73
Nicolasfurt,1,307.1,307.1
Kristinstad,1,371.0,371.0
Callahanbury,1,344.08,344.08
Lake Garyhaven,1,125.43,125.43
Jillianburgh,1,154.93,154.93
Lloydchester,1,199.12,199.12
Maxwellview,1,250.7,250.7
West Williamland,1,404.51,404.51
Onealchester,1,252.48,252.48
Port Ryantown,1,103.77,103.77
North Michealberg,1,158.76,158.76
Port Johnborough,1,214.87,214.87
Port Danamouth,1,176.1,176.1
West Kylie,1,427.79,427.79
Desireetown,1,123.17,123.17
Lake Antonioton,1,187.13,187.13
Virginiaview,1,364.27,364.27
Tapiaberg,1,465.72,465.72
Jordanton,1,252.87,252.87
Hermanshire,1,56.11,56.11
New Wesleyside,1,330.24,330.24
West Jamestown,1,375.66,375.66
Onealborough,1,341.66,341.66
Hallville,5,1371.16,274.232
Ryanhaven,4,581.17,145.2925
Jamesbury,14,2820.37,201.455
West Katelyn,3,1036.67,345.556666666667
Lake Victor,1,368.51,368.51
Port Jenny,3,1075.55,358.516666666667
Jeffreyborough,9,2184.17,242.685555555556
Munozside,1,488.7,488.7
Thomasbury,17,3778.71,222.277058823529
North James,30,7830.91,261.030333333333
East Frank,3,929.14,309.713333333333
Brookeland,1,246.64,246.64
South Kaylahaven,1,23.85,23.85
North Victormouth,1,452.72,452.72
South Manuel,1,10.1,10.1
Diamondton,1,309.31,309.31
Camachoberg,1,40.55,40.55
Lake Rachel,7,2266.31,323.758571428571
North Peterstad,1,187.35,187.35
Boyermouth,2,248.98,124.49
West Laura,10,2421.78,242.178
Rebeccafurt,5,1490.52,298.104
Brightchester,1,352.36,352.36
South Courtneyshire,1,213.9,213.9
North Natasha,1,425.48,425.48
North Jonathan,15,3498.45,233.23
Glenfort,1,116.73,116.73
Wilsonfort,3,988.58,329.526666666667
South Brett,3,342.05,114.016666666667
Lake Kiara,2,657.91,328.955
Michelleberg,4,807.8,201.95
Kennethview,5,1616.79,323.358
East Bryan,9,2108.64,234.293333333333
South Scottberg,1,28.75,28.75
Villegasberg,2,421.63,210.815
West Danielle,7,1531.16,218.737142857143
North Shirleyport,1,222.68,222.68
Popeshire,1,113.48,113.48
Gavinshire,1,84.02,84.02
Bryceview,1,446.1,446.1
Port Larry,6,1797.19,299.531666666667
Alvinbury,1,372.06,372.06
Woodbury,2,616.27,308.135
Lake Pamelafort,1,281.49,281.49
North Christopherton,1,414.23,414.23
West Jacobton,1,76.94,76.94
Macdonaldhaven,1,127.52,127.52
West Melissachester,1,148.56,148.56
Port Justinland,1,371.18,371.18
East Zacharyfurt,1,208.71,208.71
Perryland,3,412.72,137.573333333333
Garciaburgh,6,1856.77,309.461666666667
Parkerside,2,87.34,43.67
South Marco,1,182.15,182.15
Rosalesland,1,196.98,196.98
Christopherburgh,8,2392.58,299.0725
Norrisland,2,461.86,230.93
North Ana,1,176.27,176.27
Harrisville,6,1175.91,195.985
North Toddshire,1,347.18,347.18
West Jimmy,3,1110.94,370.313333333333
East Debbie,3,983.49,327.83
Michelleville,3,603.03,201.01
Calebshire,1,458.42,458.42
Nortonmouth,5,1608.17,321.634
Robinsonhaven,3,912.97,304.323333333333
Port Rodneyborough,1,371.46,371.46
Diazmouth,2,702.2,351.1
Vincentport,1,139.78,139.78
Lawrencehaven,1,329.33,329.33
East Nathanielview,2,500.77,250.385
Wilsonhaven,3,988.57,329.523333333333
Sheriland,1,394.04,394.04
West Kristyview,1,232.86,232.86
Gabriellaberg,1,305.35,305.35
Herbertshire,1,81.62,81.62
South Frankport,1,290.88,290.88
Trevinoport,1,136.49,136.49
Lake Charleschester,1,362.38,362.38
Jenkinston,1,30.17,30.17
North Cathy,3,925.99,308.663333333333
North Barbaraview,1,404.67,404.67
East Thomasland,1,408.81,408.81
Mcleanton,1,19.05,19.05
Lake Troymouth,1,202.32,202.32
Hughesmouth,2,299.85,149.925
New Tylertown,1,495.08,495.08
Littlehaven,1,197.78,197.78
Port Nicholasshire,1,113.63,113.63
Hintonmouth,2,495.16,247.58
Kristenview,5,1128.25,225.65
West Christinafurt,1,419.35,419.35
Richardsbury,1,287.39,287.39
Paulburgh,6,1985.66,330.943333333333
Lake Michaelmouth,3,886.09,295.363333333333
Youngside,1,139.72,139.72
Lloydburgh,1,169.82,169.82
Lake Becky,1,320.15,320.15
Tammieland,1,210.59,210.59
Duarteberg,1,266.39,266.39
Lake Jennychester,1,23.4,23.4
Shaneborough,2,29.47,14.735
Lake Martha,1,342.46,342.46
Alexisborough,1,73.3,73.3
Escobartown,1,316.39,316.39
Powersburgh,2,242.77,121.385
East Teresaland,1,85.62,85.62
North Joanna,1,195.71,195.71
South Mistyfort,1,23.05,23.05
West Josephport,2,739.42,369.71
Montgomeryville,1,441.36,441.36
East Brenda,2,549.24,274.62
East Deborahberg,1,30.62,30.62
North Josephport,1,199.83,199.83
West Traceyhaven,1,181.48,181.48
West Jacobhaven,1,200.91,200.91
Bradstad,1,344.32,344.32
Danamouth,2,449.28,224.64
Burgesschester,3,674.74,224.913333333333
Victorview,1,495.84,495.84
New Aaronmouth,1,157.92,157.92
Port Dianafort,1,121.45,121.45
Lake Kellimouth,1,185.09,185.09
New Jamesview,1,53.48,53.48
West Brianmouth,2,377.66,188.83
Juliachester,2,535.27,267.635
East Deborahside,2,232.79,116.395
North Lawrencefurt,1,165.26,165.26
Carrollton,1,104.43,104.43
Aliciaview,2,535.07,267.535
North Terri,2,422.15,211.075
New Kristi,3,741.02,247.006666666667
South Kimberlyshire,4,1093.01,273.2525
West Kyleton,1,469.9,469.9
Shawnshire,2,720.65,360.325
West Cynthiatown,1,14.2,14.2
South Kiara,1,146.03,146.03
Carlosstad,1,216.01,216.01
Brandonchester,5,1571.04,314.208
East Cheyenne,2,691.16,345.58
North Howardside,1,421.91,421.91
Reedmouth,1,361.2,361.2
East Cole,1,34.42,34.42
Port Stevenside,2,708.82,354.41
Wolfview,1,141.1,141.1
South Kristyhaven,1,143.6,143.6
Alisonborough,1,249.8,249.8
Carpenterfort,1,472.37,472.37
North Kellyview,1,217.68,217.68
Schmidtburgh,1,11.59,11.59
West Cynthiafort,2,666.13,333.065
Port Chelsea,1,250.75,250.75
Port Dawnshire,1,271.52,271.52
Ortizport,1,239.54,239.54
North Briannaton,1,447.7,447.7
East Sabrinaborough,1,247.04,247.04
Port Davidberg,1,251.88,251.88
West Ellen,1,29.09,29.09
Middletonmouth,1,175.04,175.04
Andrewschester,1,89.36,89.36
New Laurafort,1,185.58,185.58
North Joeland,1,170.21,170.21
South Jamesview,1,267.02,267.02
Nancyside,1,458.53,458.53
East Isaac,1,154.4,154.4
North Johnathan,1,458.07,458.07
New Brandiborough,1,362.98,362.98
West Andreton,1,116.4,116.4
South Margaretburgh,1,117.34,117.34
Lake Andrewborough,2,543.1,271.55
Huffbury,1,169.6,169.6
Lake Misty,3,157.13,52.3766666666667
Lake Justinport,2,324.09,162.045
New Curtisside,1,489.85,489.85
Port Lauren,7,2456.37,350.91
North Emily,7,1641.23,234.461428571429
Harrisshire,9,2834.54,314.948888888889
West Michaelmouth,5,1131.14,226.228
Jesseville,3,696.96,232.32
North Valerieton,1,27.11,27.11
Powellborough,1,430.02,430.02
North Melissa,21,6268.41,298.495714285714
South Kelly,7,1263.71,180.53
West Matthewfort,4,1506.33,376.5825
Lake Molly,2,663.92,331.96
New Maryberg,1,168.43,168.43
South Christopher,24,5628.93,234.53875
Lisafort,6,1949.38,324.896666666667
Natashahaven,2,681.59,340.795
North Sarah,10,2455.46,245.546
Romerohaven,1,116.88,116.88
New Michael,44,10574.68,240.333636363636
Gomeztown,1,407.72,407.72
North Seanmouth,1,24.26,24.26
Maureenmouth,3,263.07,87.69
South Ashleytown,1,96.01,96.01
Lake Deborahtown,2,355.85,177.925
West Eddie,1,410.32,410.32
Jamieborough,3,370.4,123.466666666667
New Jefferytown,1,149.64,149.64
Harrisonfurt,1,300.52,300.52
Bensonburgh,1,237.82,237.82
South Christopherville,2,828.36,414.18
Bowersshire,2,414.18,207.09
Lake Dustinhaven,1,221.64,221.64
Malonefort,1,265.69,265.69
New Nicole,11,2945.58,267.78
New Hailey,1,475.27,475.27
Julieberg,3,1059.5,353.166666666667
Manningville,1,365.2,365.2
North Shelbyton,1,445.24,445.24
Lake Coltonmouth,1,320.08,320.08
Lake Kevinberg,1,44.49,44.49
Millerview,5,1615.79,323.158
Warnerport,3,590.28,196.76
Howardport,2,737.35,368.675
West Patrick,8,1137.39,142.17375
Perkinsberg,1,173.21,173.21
West Janicefort,1,219.27,219.27
Port Amy,9,2656.63,295.181111111111
Nelsonfurt,4,820.31,205.0775
South Diana,2,620.22,310.11
Crystalchester,1,250.59,250.59
New Lauramouth,3,755.08,251.693333333333
New Kennethmouth,3,899.8,299.933333333333
North Erinburgh,2,336.22,168.11
New Jamestown,3,1031.97,343.99
New Tylerton,1,36.88,36.88
Mortonland,2,502.03,251.015
North Lisaburgh,3,387.6,129.2
New Danielleborough,1,475.0,475.0
Welchmouth,2,644.5,322.25
Chanchester,1,94.12,94.12
Virginiaport,2,154.0,77.0
Kristaton,1,491.37,491.37
Evanshaven,1,472.09,472.09
Staceyfurt,1,182.01,182.01
West Ianburgh,1,278.91,278.91
South Davidchester,2,439.65,219.825
Kathleenside,2,696.36,348.18
Garnerborough,1,483.24,483.24
Stephaniebury,1,413.43,413.43
Baileyville,2,510.94,255.47
Dennistown,3,417.39,139.13
Patriciashire,3,909.17,303.056666666667
Mooreport,3,652.03,217.343333333333
Andreborough,2,512.85,256.425
Susanshire,4,910.44,227.61
Collinsfurt,5,1386.56,277.312
Christinaton,1,159.42,159.42
Port Yvonne,2,294.64,147.32
Frederickberg,3,866.76,288.92
Hamiltonchester,3,801.05,267.016666666667
West Laurabury,1,211.84,211.84
Port Nicoleberg,2,466.38,233.19
Chandlerside,1,376.7,376.7
Reevestown,2,573.37,286.685
East Dorothyside,1,87.5,87.5
Alejandromouth,1,98.47,98.47
Banksfort,3,633.52,211.173333333333
North Jasminetown,1,211.41,211.41
New Adamburgh,1,427.71,427.71
Dawnchester,1,494.77,494.77
Alfredfurt,1,42.77,42.77
Mathisborough,1,39.2,39.2
West Christinaview,2,248.59,124.295
New Brandy,2,172.05,86.025
East Tiffanyton,1,445.71,445.71
Lake Audreyfurt,1,245.6,245.6
Port Shawnborough,1,44.26,44.26
Adamview,1,28.36,28.36
East Wendyhaven,1,62.96,62.96
East Beverlymouth,1,365.88,365.88
Fordshire,2,276.57,138.285
Lake Melissamouth,3,690.32,230.106666666667
Daviestown,1,51.22,51.22
South Courtney,3,1368.59,456.196666666667
Courtneyhaven,1,130.04,130.04
New Maryshire,1,422.41,422.41
Wadebury,2,791.68,395.84
Port Wendy,3,1060.35,353.45
North Mariebury,1,453.7,453.7
Lake Peggyville,1,441.79,441.79
South Jeffreyborough,1,243.51,243.51
Natashaland,2,618.67,309.335
Miketown,2,510.35,255.175
Parkerstad,2,415.44,207.72
Grahambury,1,162.25,162.25
Cunninghamfort,1,459.59,459.59
Simpsonfurt,2,487.72,243.86
Port Ronaldmouth,3,995.08,331.693333333333
Wernerview,1,467.42,467.42
Lake Adamport,1,300.2,300.2
East Sherryhaven,1,25.38,25.38
South Edwardbury,1,302.03,302.03
North Alexside,1,421.67,421.67
Jessehaven,1,286.37,286.37
New Julianburgh,1,486.86,486.86
North Andreahaven,1,198.9,198.9
West Calebhaven,1,310.32,310.32
Colebury,1,458.65,458.65
Chapmanshire,3,1038.75,346.25
West Albertside,1,58.85,58.85
East Melissafurt,1,444.11,444.11
Kylehaven,1,150.11,150.11
West Jonathantown,1,252.37,252.37
Zunigaview,1,186.43,186.43
New Jasmineport,1,337.18,337.18
Lake Paulafurt,1,420.26,420.26
Mcdonaldport,2,298.59,149.295
New Taylorview,1,241.61,241.61
Cobbtown,1,497.87,497.87
New Rubenmouth,1,226.34,226.34
Port Johnport,2,485.67,242.835
West Mariaville,1,236.35,236.35
North Lindseyville,1,456.06,456.06
Lake Wesleyton,1,164.07,164.07
Cordovaborough,1,268.2,268.2
Lake Adrianamouth,1,425.93,425.93
Mendozachester,1,473.11,473.11
South Sergio,1,139.64,139.64
Port Ashleyview,2,502.31,251.155
New Victorborough,2,526.07,263.035
Medinaburgh,2,628.12,314.06
Nancystad,1,24.25,24.25
North Nicolebury,1,136.03,136.03
New Annland,1,154.34,154.34
Lambmouth,1,367.43,367.43
Leonland,1,135.74,135.74
West Pennyside,1,314.36,314.36
East Stephenport,1,499.45,499.45
Molinashire,1,276.43,276.43
Port Donnaville,2,772.95,386.475
Curtisberg,3,543.84,181.28
West Thomasburgh,1,40.73,40.73
East Melissashire,1,362.86,362.86
Bryanhaven,1,168.6,168.6
Evansfurt,2,437.18,218.59
Porterville,1,478.26,478.26
Olsonbury,2,368.71,184.355
East Juanville,1,395.2,395.2
Port Tracey,3,897.79,299.263333333333
West Andreamouth,1,289.88,289.88
South Alyssaland,2,179.54,89.77
East Nathanielside,1,64.48,64.48
Sullivanstad,2,406.38,203.19
North Joyceport,1,47.02,47.02
Deborahshire,3,664.76,221.586666666667
Andrewchester,7,2001.52,285.931428571429
Ashleyfurt,7,1043.4,149.057142857143
New Karen,8,2172.78,271.5975
South Williamville,2,155.6,77.8
Lynnport,3,672.14,224.046666666667
South Jamie,8,1622.06,202.7575
West Sandratown,1,466.77,466.77
Port Kimberly,20,6675.56,333.778
Lake Steventown,1,440.66,440.66
Port Lisaview,1,271.79,271.79
Brewerbury,2,349.87,174.935
South Annamouth,2,653.61,326.805
Georgebury,1,397.63,397.63
North Wesley,2,586.45,293.225
South David,28,6780.55,242.1625
Campbellfurt,1,445.66,445.66
Bensonchester,1,371.28,371.28
North Dawnmouth,2,514.59,257.295
North Leslieshire,1,409.46,409.46
Adamsmouth,3,558.58,186.193333333333
Chanview,2,365.65,182.825
Ortizchester,2,858.31,429.155
Lambertport,1,37.72,37.72
Solomonshire,1,157.47,157.47
New Brittany,6,1372.17,228.695
Lauraport,8,1635.55,204.44375
Francoberg,1,390.81,390.81
West Mollymouth,1,379.72,379.72
Port Kristin,5,971.68,194.336
Elizabethchester,6,2153.27,358.878333333333
Port Davidhaven,5,1413.62,282.724
Jasonborough,2,399.28,199.64
Mariemouth,3,891.29,297.096666666667
West Cristina,1,204.09,204.09
Hatfieldberg,1,64.34,64.34
Stonefort,1,106.92,106.92
Jessicahaven,10,2668.51,266.851
Port Ryan,10,3085.51,308.551
Garretthaven,1,383.12,383.12
Carrieport,1,449.82,449.82
West Ashleyton,1,482.94,482.94
New Randyfort,1,189.22,189.22
Blevinston,1,95.85,95.85
Perezton,6,1206.37,201.061666666667
Merrittville,1,107.4,107.4
Brookestad,1,113.04,113.04
New Veronica,1,384.34,384.34
Lake Stephaniefurt,1,284.56,284.56
South Calvin,1,382.72,382.72
Parkshaven,3,958.63,319.543333333333
Gonzalezstad,5,1360.27,272.054
Baileytown,4,775.33,193.8325
North Dawnborough,1,56.18,56.18
Odomview,1,227.02,227.02
Lake Georgefurt,2,714.4,357.2
North Belindaburgh,1,240.65,240.65
Padillachester,1,298.59,298.59
Port Alicialand,1,398.31,398.31
Blakehaven,2,591.7,295.85
East Johnport,5,1457.6,291.52
Kristieburgh,1,332.0,332.0
Carlsonchester,1,171.75,171.75
Wilsonburgh,2,338.71,169.355
New Garyville,2,762.83,381.415
New Tinabury,1,264.07,264.07
Muellerfurt,1,24.69,24.69
Myersbury,2,401.72,200.86
Vanessaborough,2,500.01,250.005
North Margaret,4,489.15,122.2875
Emilyhaven,1,63.41,63.41
Bradmouth,1,84.85,84.85
Port Jaclyn,1,362.54,362.54
Port Sarahside,3,737.31,245.77
Lynnside,2,453.14,226.57
Edwardland,1,441.8,441.8
Rivasland,1,370.35,370.35
New Shane,2,509.06,254.53
South Taylorland,1,227.16,227.16
Tiffanyhaven,3,609.8,203.266666666667
East Barbara,4,716.16,179.04
Armstrongfort,3,1206.9,402.3
Frankstad,1,228.02,228.02
Melissachester,2,520.03,260.015
Mcbrideburgh,1,496.89,496.89
Denniston,1,495.32,495.32
Kristishire,1,133.55,133.55
Hallfort,2,789.03,394.515
New Jordan,2,429.05,214.525
Phillipsbury,2,178.18,89.09
Ramireztown,2,315.96,157.98
Port Mariafort,2,556.37,278.185
West Brandonton,1,435.81,435.81
New Erikshire,1,312.06,312.06
West Austin,3,662.46,220.82
Meyersbury,1,85.12,85.12
Lake Danielborough,2,705.04,352.52
Patricktown,2,530.38,265.19
Parrishburgh,1,110.6,110.6
Finleyborough,1,477.59,477.59
Millerchester,1,414.52,414.52
South Kelli,1,220.37,220.37
East Darrell,2,108.12,54.06
West Michellehaven,2,411.45,205.725
West Ross,1,214.61,214.61
Port Luismouth,1,376.29,376.29
Hughestown,2,336.66,168.33
Ericaton,1,356.01,356.01
Prattborough,2,614.5,307.25
West Meganmouth,2,355.07,177.535
South Marthashire,1,108.74,108.74
North Micheal,3,853.73,284.576666666667
Katherinestad,1,362.7,362.7
Murrayside,1,393.57,393.57
Port Jesseville,1,169.79,169.79
Royberg,2,870.26,435.13
East Michelleside,1,46.61,46.61
South Christopherchester,2,715.03,357.515
Port Craigstad,1,80.13,80.13
West Vanessabury,1,390.65,390.65
North Marybury,2,277.96,138.98
Lake Danielleport,2,334.13,167.065
North Charlesfort,1,315.0,315.0
Wadeport,1,401.26,401.26
South Deborahborough,2,495.18,247.59
West Catherinefurt,1,107.41,107.41
Lambburgh,1,434.7,434.7
Richmondmouth,1,125.18,125.18
East Benjaminchester,1,169.47,169.47
Penningtonbury,1,403.78,403.78
New Vincentfort,1,144.67,144.67
Isabeltown,1,294.88,294.88
North Meagan,2,230.54,115.27
Lake Sergiohaven,1,401.49,401.49
Bethanyburgh,1,324.2,324.2
Ballardberg,1,337.5,337.5
Gutierrezstad,1,148.74,148.74
East Matthewborough,1,147.71,147.71
New Tommy,2,786.57,393.285
New Lesliestad,2,982.54,491.27
Lunafort,1,188.65,188.65
Lynnburgh,1,233.25,233.25
Maynardbury,2,122.35,61.175
Buckleyshire,1,444.97,444.97
Woodardshire,1,136.54,136.54
New Carriestad,1,249.51,249.51
Cruzchester,2,730.09,365.045
Ronaldland,4,804.89,201.2225
Fischerburgh,3,520.57,173.523333333333
Gregburgh,1,74.48,74.48
South Leon,1,319.33,319.33
Jocelynburgh,1,115.22,115.22
South Rachelfort,1,381.87,381.87
North Belinda,2,486.4,243.2
Port Virginiachester,1,473.41,473.41
East Cindy,2,502.47,251.235
Barryton,2,476.52,238.26
Stanleybury,1,249.66,249.66
Jeffersonberg,1,382.39,382.39
Summersshire,1,299.84,299.84
New Jonburgh,1,218.21,218.21
Port Amandaberg,1,49.39,49.39
South Briannaton,1,393.11,393.11
Port Veronicastad,1,101.19,101.19
Wandaport,1,421.68,421.68
Ryanborough,4,742.13,185.5325
East Melissa,16,2839.9,177.49375
East Joshuabury,1,394.87,394.87
West Robert,26,7461.29,286.972692307692
Port Matthew,18,4656.55,258.697222222222
East Kellyland,1,85.35,85.35
Doylestad,2,388.61,194.305
East Debraborough,1,77.55,77.55
Wilsonstad,3,744.37,248.123333333333
Port Morganbury,1,95.46,95.46
Lake Tina,8,2243.29,280.41125
